,nums,labels
0,firehundrede og enogtredive; femhundrede og treogfyrre,1
9106,trehundrede og syvogtyve; ethundrede og syvoghalvtreds,0
9107,syvhundrede og femoghalvfjerds; syvhundrede og toogfirs,1
9108,tohundrede og seksoghalvfjerds; trehundrede og niogtredive,1
9109,syvhundrede og seksogtredive; tohundrede og ti,0
9110,firehundrede og sytten; ottehundrede og niogtredive,1
9111,firehundrede; ethundrede og niogtreds,0
9112,tohundrede og femoghalvtreds; sekshundrede og seksogtredive,1
9113,tohundrede og tredive; firehundrede og to,1
9114,ethundrede og seksten; femhundrede og treds,1
9115,syvoghalvfjerds; nihundrede og treogtyve,1
9116,nihundrede og otteoghalvtreds; firehundrede og toogtyve,0
9117,firehundrede og enogfyrre; firehundrede og seksoghalvfjerds,1
9118,trehundrede og otteogtyve; firehundrede og enogtredive,1
9119,trehundrede og syvogtreds; ethundrede og fireoghalvtreds,0
9120,trehundrede og tooghalvfems; femogfirs,0
9121,tohundrede og otteogtredive; nihundrede og fyrre,1
9122,tolv; ottehundrede og tre,1
9123,syvhundrede og niogfyrre; nihundrede og treoghalvtreds,1
9124,trehundrede og otte; ethundrede og otte,0
9125,syvhundrede og seksogtreds; ethundrede og seksogtyve,0
9126,tohundrede og fireogfyrre; trehundrede,1
9127,syvhundrede og nioghalvfems; nihundrede og otteoghalvtreds,1
9128,femhundrede og atten; otteogfyrre,0
9129,trehundrede og atten; firehundrede og treds,1
9130,nihundrede og tre; firehundrede og syvoghalvfjerds,0
9131,firehundrede og syvogtreds; ethundrede og femogtredive,0
9132,sekshundrede og femoghalvfems; toogfirs,0
9133,nihundrede og nioghalvfjerds; sekshundrede og firs,0
9134,sekshundrede og femten; syvhundrede og fireoghalvfems,1
9135,trehundrede og syv; femhundrede og otteoghalvtreds,1
9136,femhundrede og syvogfyrre; tretten,0
9137,enogfirs; trehundrede og syvogfyrre,1
9138,tohundrede og niogtredive; trehundrede og toogfyrre,1
9139,femhundrede og tretten; trehundrede og syvogtredive,0
9140,sekshundrede og enogtredive; femogtyve,0
9141,sekshundrede og enogfirs; ethundrede og syvogtyve,0
9142,tohundrede; sekshundrede og treogtreds,1
9143,ottehundrede og seksogtyve; ethundrede og halvfjerds,0
9144,seksoghalvtreds; femhundrede og syvogtyve,1
9145,tohundrede og syvogfyrre; nihundrede og niogtyve,1
9146,syvhundrede og syvogtyve; ottehundrede og toogtredive,1
9147,syvhundrede og seksten; enogfyrre,0
9148,ottehundrede og seksogtyve; syvhundrede og otteogfyrre,0
9149,firehundrede og nitten; tohundrede og seksogfirs,0
9150,trehundrede og femten; femogfyrre,0
9151,trehundrede og niogfyrre; trehundrede og treoghalvfems,1
9152,femhundrede og femogfirs; nihundrede og femoghalvfjerds,1
9153,tohundrede og tooghalvfjerds; ottehundrede og toogtyve,1
9154,trehundrede og femogtredive; syvhundrede og fireogtreds,1
9155,firehundrede og femoghalvfems; firehundrede og enogtreds,0
9156,firehundrede og toogtreds; femhundrede og niogfirs,1
9157,ottehundrede og otteogtreds; femhundrede og femogtredive,0
9158,nihundrede og fireogtyve; firehundrede og niogtyve,0
9159,sekshundrede og fireoghalvtreds; trehundrede og fireogtreds,0
9160,femoghalvfjerds; firehundrede og otteogtyve,1
9161,nihundrede og nioghalvtreds; nihundrede og enogtyve,0
9162,sekshundrede og seksogfyrre; treoghalvfems,0
9163,nihundrede og syvogtreds; sekshundrede og enogtyve,0
9164,ethundrede og femogfirs; trehundrede og femogtredive,1
9165,femhundrede og et; nihundrede og fyrre,1
9166,trehundrede og syvoghalvtreds; niogtyve,0
9167,firehundrede og niogtredive; sekshundrede og otteoghalvfjerds,1
9168,ottehundrede og syv; firehundrede og halvfjerds,0
9169,trehundrede og femoghalvfjerds; ottehundrede og fireogtyve,1
9170,ethundrede og fjorten; nihundrede og enogfirs,1
9171,tohundrede og tooghalvtreds; firehundrede og ni,1
9172,femhundrede og fyrre; femhundrede og syvogtreds,1
9173,tohundrede og treogfirs; femhundrede og fyrre,1
9174,syvhundrede og treds; ethundrede og fireogtyve,0
9175,ottehundrede og toogtreds; otteogtreds,0
9176,trehundrede og seksogtreds; syvhundrede og otteogfyrre,1
9177,ethundrede og tredive; nihundrede,1
9178,halvfjerds; trehundrede og treoghalvfems,1
9179,sekshundrede og treogtreds; firehundrede og femogtyve,0
9180,femhundrede og toogtreds; tohundrede og tooghalvtreds,0
9181,sekshundrede og femten; femhundrede og fireoghalvtreds,0
9182,ottehundrede og to; ottehundrede og fireogfirs,1
9183,ottehundrede og seksogtreds; nihundrede og nitten,1
9184,femhundrede og femogfyrre; ethundrede og elleve,0
9185,firehundrede og seksogtreds; nihundrede og et,1
9186,syvhundrede og seksoghalvfems; trehundrede og femoghalvfems,0
9187,ethundrede og atten; ethundrede og seksogtyve,1
9188,firehundrede og fjorten; tohundrede og otteogtredive,0
9189,syvhundrede og otteogfirs; ethundrede og seksogtyve,0
9190,syvhundrede og treds; ottehundrede og toogtreds,1
9191,trehundrede og treoghalvfjerds; nihundrede og ni,1
9192,nihundrede og enoghalvfems; femhundrede og enoghalvtreds,0
9193,sekshundrede og seks; nihundrede og otteogfyrre,1
9194,trehundrede og seksogtyve; nihundrede og enoghalvfems,1
9195,ottehundrede og niogtreds; trehundrede og tooghalvfems,0
9196,tohundrede og fireoghalvfjerds; nihundrede og toogfirs,1
9197,nihundrede og treogfirs; sekshundrede og halvfems,0
9198,halvfems; nihundrede og elleve,1
9199,femogtreds; syvhundrede og otteogfirs,1
9200,tohundrede og femogtredive; femhundrede og seksoghalvfems,1
9201,ethundrede og enogfyrre; tohundrede og treogtredive,1
9202,syvhundrede og tyve; ethundrede og nioghalvfems,0
9203,firehundrede og enogfirs; femhundrede og femogtredive,1
9204,syvhundrede og otteogtreds; ottehundrede og fireogtyve,1
9205,syvhundrede og fireoghalvfems; nihundrede og tooghalvfjerds,1
9206,firehundrede og fyrre; ottehundrede og syvoghalvtreds,1
9207,fireogtredive; ethundrede og femogtreds,1
9208,firehundrede og fireoghalvtreds; nihundrede og syvoghalvfems,1
9209,ethundrede og et; tohundrede og fem,1
9210,otteogfyrre; nihundrede og tolv,1
9211,syvhundrede og otteogfyrre; trehundrede og fem,0
9212,firehundrede og femoghalvfems; ottehundrede og to,1
9213,syvhundrede og enoghalvfems; trehundrede og toogfirs,0
9214,ottehundrede og seksogfyrre; sekshundrede og nioghalvfems,0
9215,syvhundrede og sytten; ottehundrede og otte,1
9216,sekshundrede og nioghalvfjerds; tohundrede og atten,0
9217,femhundrede og nioghalvfems; nihundrede og fire,1
9218,trehundrede og syvogtyve; sekshundrede og seksogtreds,1
9219,nihundrede og seksoghalvtreds; femhundrede og firs,0
9220,ottehundrede og treoghalvtreds; tohundrede og treogfirs,0
9221,femhundrede og enoghalvfems; firehundrede og treoghalvfems,0
9222,tohundrede og otte; trehundrede og enogtreds,1
9223,firehundrede og fireogfirs; nihundrede og otte,1
9224,firehundrede og femogfirs; sekshundrede og tredive,1
9225,femhundrede og tredive; trehundrede og seksogfirs,0
9226,tohundrede og femogfirs; tohundrede og fyrre,0
9227,ottehundrede og fireogfyrre; ethundrede og nioghalvfjerds,0
9228,sekshundrede og femogtreds; tohundrede og femogfyrre,0
9229,tohundrede og fem; femogfyrre,0
9230,nihundrede og fireogtyve; nihundrede og halvfems,1
9231,syvhundrede og firs; ottehundrede og nioghalvfjerds,1
9232,trehundrede og otteoghalvfjerds; trehundrede og seks,0
9233,trehundrede og niogfyrre; tohundrede og seksoghalvfjerds,0
9234,ethundrede og niogfirs; syvhundrede og enogtyve,1
9235,ottehundrede og femoghalvfjerds; nihundrede og fireogtyve,1
9236,nihundrede og seksogfirs; syvhundrede og otteoghalvfjerds,0
9237,sekshundrede og fireogtredive; ethundrede og syvoghalvfems,0
9238,femhundrede og seksoghalvfjerds; femhundrede og tre,0
9239,enogfyrre; sekshundrede og treogfyrre,1
9240,trehundrede og seksoghalvfjerds; tohundrede og syvogtredive,0
9241,trehundrede og halvfems; tohundrede og tolv,0
9242,syvhundrede og toogtredive; firehundrede og seksoghalvfems,0
9243,tohundrede og femogtreds; ethundrede og femoghalvfjerds,0
9244,firehundrede og fyrre; nihundrede og seksogtredive,1
9245,femhundrede og syvogtredive; femhundrede og seksten,0
9246,ottehundrede og syvogtyve; trehundrede og halvfems,0
9247,nihundrede og otteogtyve; tohundrede og otteogfirs,0
9248,ethundrede og otteogfirs; fjorten,0
9249,tohundrede og femogfirs; trehundrede og enogtreds,1
9250,ottehundrede og treogtyve; sekshundrede og enogtredive,0
9251,nihundrede; firs,0
9252,firehundrede og toogtredive; firehundrede og seksoghalvtreds,1
9253,trehundrede og fjorten; ottehundrede og treoghalvtreds,1
9254,trehundrede og enogfyrre; syvhundrede og nioghalvfjerds,1
9255,ethundrede og tolv; tohundrede og syvogtreds,1
9256,tohundrede og seksogfirs; nihundrede og halvtreds,1
9257,ethundrede og femogfirs; syvhundrede og tolv,1
9258,tohundrede og syvoghalvtreds; nihundrede og toogtyve,1
9259,sekshundrede og ni; trehundrede og enoghalvtreds,0
9260,trehundrede og fjorten; nihundrede og niogtredive,1
9261,atten; ethundrede og otteogtreds,1
9262,femhundrede og firs; ethundrede og syvogtredive,0
9263,tohundrede og otteogtyve; syvhundrede og femogtyve,1
9264,ottehundrede og fireoghalvfems; syvoghalvfems,0
9265,ottehundrede; enoghalvtreds,0
9266,seksoghalvtreds; trehundrede og enogtreds,1
9267,trehundrede og fireoghalvtreds; nihundrede og otteogtreds,1
9268,ethundrede og ti; trehundrede og seksoghalvfjerds,1
9269,ethundrede og ni; ottehundrede og toogtreds,1
9270,sekshundrede og treogtredive; trehundrede og firs,0
9271,femhundrede og syvogtreds; tohundrede og enogfirs,0
9272,tohundrede og et; femhundrede og syvoghalvtreds,1
9273,sekshundrede og enogtyve; trehundrede og enoghalvfjerds,0
9274,firehundrede og syvogfyrre; tohundrede og niogfirs,0
9275,nihundrede og femogfyrre; tohundrede og otteogfirs,0
9276,trehundrede og halvfems; nihundrede og syvogfyrre,1
9277,firehundrede og seksogtyve; ethundrede og enogfyrre,0
9278,ethundrede og otteoghalvfems; firehundrede og seksoghalvfjerds,1
9279,trehundrede og fire; treoghalvtreds,0
9280,syvhundrede og treoghalvfjerds; nihundrede og otteoghalvfjerds,1
9281,firehundrede og treoghalvfjerds; syvhundrede og enoghalvtreds,1
9282,sekshundrede og treds; firehundrede og femten,0
9283,ottehundrede og treoghalvtreds; tredive,0
9284,syvhundrede og toogfirs; ottehundrede og enoghalvfems,1
9285,tohundrede og treogtredive; sekshundrede og nioghalvfems,1
9286,treoghalvfjerds; femhundrede og atten,1
9287,syvhundrede og tooghalvfjerds; tohundrede og to,0
9288,trehundrede og otteoghalvtreds; tohundrede og otteogfyrre,0
9289,trehundrede og ni; tre,0
9290,ethundrede og niogtredive; trehundrede og atten,1
9291,otte; trehundrede og niogfirs,1
9292,trehundrede og treogfyrre; femhundrede og niogfirs,1
9293,syvhundrede og atten; nihundrede og seksogfirs,1
9294,trehundrede og halvtreds; tohundrede og et,0
9295,femhundrede og enogtredive; otteogtredive,0
9296,ethundrede og enogtyve; ottehundrede og fireoghalvfjerds,1
9297,trehundrede og treogtyve; tohundrede og nioghalvtreds,0
9298,ottehundrede og toogtredive; sekshundrede og halvfjerds,0
9299,nihundrede og atten; trehundrede og otteogfirs,0
9300,ethundrede og to; femhundrede og otteogtreds,1
9301,firehundrede og tretten; nihundrede og fireoghalvtreds,1
9302,firehundrede og treogfirs; femhundrede og femogfirs,1
9303,trehundrede og fireogfirs; femten,0
9304,ottehundrede og enogtyve; syvhundrede og syvogfirs,0
9305,nihundrede og nioghalvtreds; trehundrede og fireogfirs,0
9306,trehundrede og tooghalvfems; ethundrede og otteogfyrre,0
9307,tohundrede og enogtreds; ti,0
9308,otteogtredive; tohundrede og syv,1
9309,tohundrede og treoghalvfems; firehundrede og syvoghalvfjerds,1
9310,sekshundrede og seksogtredive; sekshundrede og seksten,0
9311,sekshundrede og enoghalvfjerds; nihundrede og enoghalvtreds,1
9312,fireoghalvfjerds; ethundrede og nioghalvfems,1
9313,tohundrede og tolv; femhundrede og seksogtreds,1
9314,sekshundrede og femogtredive; firehundrede og tyve,0
9315,tohundrede og elleve; femhundrede og syvogtyve,1
9316,firehundrede og treds; ottehundrede og treoghalvfjerds,1
9317,ottehundrede og toogfyrre; firehundrede og otteogtredive,0
9318,toogfirs; trehundrede og syvogfyrre,1
9319,ottehundrede og toogtyve; femhundrede og treogfyrre,0
9320,femhundrede og firs; nihundrede og seksogfyrre,1
9321,enogtreds; sekshundrede og tredive,1
9322,nihundrede og niogfyrre; tohundrede og elleve,0
9323,sekshundrede og et; trehundrede og niogtredive,0
9324,firehundrede og enoghalvtreds; femhundrede og toogtreds,1
9325,syvhundrede og otteoghalvfjerds; trehundrede og niogfyrre,0
9326,femhundrede og treogfyrre; femhundrede og femten,0
9327,femhundrede og seksoghalvfjerds; femhundrede og toogtredive,0
9328,ethundrede og enogfirs; nihundrede og femoghalvtreds,1
9329,ottehundrede og syv; tohundrede og seksogtreds,0
9330,syvhundrede og tredive; nihundrede og syv,1
9331,nihundrede og halvfems; firehundrede og fireogtyve,0
9332,femhundrede og fyrre; trehundrede og niogtreds,0
9333,tohundrede og seks; sekshundrede og treoghalvtreds,1
9334,sekshundrede og treoghalvfjerds; firehundrede og syvoghalvtreds,0
9335,nihundrede og fireogtyve; tohundrede og enogtreds,0
9336,ottehundrede og toogtreds; trehundrede og fireogtredive,0
9337,ethundrede og otte; sekshundrede og fireoghalvfems,1
9338,nihundrede og tretten; firehundrede og toogfyrre,0
9339,nihundrede og elleve; sekshundrede og seksogtreds,0
9340,firehundrede og seksogtredive; syvhundrede og syv,1
9341,nihundrede og femoghalvfjerds; trehundrede og femogfyrre,0
9342,trehundrede og niogtreds; ethundrede og seksogtredive,0
9343,trehundrede og femogtreds; syvhundrede og seksten,1
9344,tohundrede og treoghalvtreds; syvhundrede og niogfirs,1
9345,ottehundrede og otteoghalvfems; nihundrede og seksogfirs,1
9346,tohundrede og otteogtredive; femhundrede og tyve,1
9347,firehundrede og syv; firehundrede og otteogtyve,1
9348,ethundrede og enogtreds; firehundrede og treoghalvfems,1
9349,femhundrede og tooghalvfems; tohundrede og fireoghalvtreds,0
9350,syvhundrede og syvogtreds; tohundrede og elleve,0
9351,femhundrede og otteoghalvfjerds; tohundrede og toogfyrre,0
9352,syvhundrede og syvoghalvfjerds; nihundrede og halvfjerds,1
9353,tohundrede og femogtredive; ethundrede og femogfirs,0
9354,sekshundrede og syv; trehundrede og syvoghalvfems,0
9355,firehundrede og firs; ottehundrede og tre,1
9356,syvhundrede og syvoghalvfjerds; sekshundrede og tooghalvtreds,0
9357,tohundrede og nioghalvfjerds; ethundrede og ni,0
9358,ottehundrede og tre; ethundrede og seksoghalvtreds,0
9359,ottehundrede og nioghalvfems; tohundrede og ti,0
9360,trehundrede og treoghalvfems; tohundrede,0
9361,ethundrede og seksoghalvtreds; sekshundrede og otteogtredive,1
9362,nihundrede og ni; ethundrede og femogtredive,0
9363,treogfyrre; tohundrede,1
9364,nioghalvtreds; femhundrede og femogfyrre,1
9365,syvoghalvfjerds; tohundrede og enogtredive,1
9366,ottehundrede og niogfyrre; treds,0
9367,sekshundrede og syvoghalvtreds; nihundrede og fire,1
9368,trehundrede og fireoghalvfjerds; firehundrede og otteogfyrre,1
9369,syvhundrede og otteoghalvtreds; ottehundrede og halvfjerds,1
9370,ethundrede og enogfirs; tohundrede og nioghalvtreds,1
9371,trehundrede og ti; syvhundrede og fem,1
9372,seksoghalvfems; ethundrede og femogtreds,1
9373,ethundrede og nioghalvfems; trehundrede og toogfyrre,1
9374,firehundrede og femogtyve; trehundrede og femogtyve,0
9375,ethundrede og halvtreds; firehundrede og niogtreds,1
9376,enoghalvfjerds; trehundrede og treogfyrre,1
9377,sekshundrede og enogfyrre; nihundrede og tyve,1
9378,tohundrede og ni; ethundrede og toogfyrre,0
9379,ethundrede og treogtyve; tohundrede og fire,1
9380,tohundrede og treoghalvtreds; nihundrede og fireogfirs,1
9381,nihundrede og tooghalvfems; ottehundrede og niogfirs,0
9382,ottehundrede og treogtreds; tohundrede og halvfems,0
9383,syvhundrede og tooghalvtreds; femhundrede og syvogtreds,0
9384,tohundrede og nioghalvfjerds; femhundrede og syvoghalvtreds,1
9385,firehundrede og syvoghalvfjerds; femhundrede og otteogfyrre,1
9386,firehundrede og treoghalvfems; nihundrede og toogtreds,1
9387,firehundrede og tolv; sekshundrede og atten,1
9388,ottehundrede og et; sekshundrede og treoghalvtreds,0
9389,sekshundrede og otteogtreds; fireogtyve,0
9390,syvhundrede og femoghalvtreds; nihundrede og tooghalvfjerds,1
9391,ottehundrede og syvogfirs; ethundrede og femten,0
9392,tohundrede; tohundrede og halvfems,1
9393,trehundrede og seksogtreds; ethundrede og treoghalvtreds,0
9394,firehundrede og niogfyrre; ottehundrede og treoghalvfems,1
9395,sekshundrede; tohundrede og enoghalvfjerds,0
9396,tohundrede og syvoghalvfems; syvhundrede og syvogtreds,1
9397,ottehundrede og otteoghalvfjerds; tohundrede og toogtyve,0
9398,elleve; syvhundrede og syvogtreds,1
9399,syvhundrede og seksogtredive; ethundrede og niogtyve,0
9400,nihundrede og tolv; ottehundrede og syvoghalvtreds,0
9401,femhundrede og fireoghalvfjerds; nihundrede og syvoghalvtreds,1
9402,syvhundrede; tohundrede og otteoghalvfems,0
9403,tohundrede og tyve; nihundrede og fireogfirs,1
9404,trehundrede og nitten; ottehundrede og fireogtreds,1
9405,tohundrede og treogtreds; ethundrede og otteoghalvfjerds,0
9406,ethundrede og enoghalvfems; tooghalvfems,0
9407,sekshundrede og femoghalvfjerds; ethundrede og to,0
9408,treoghalvfjerds; sekshundrede og enoghalvfems,1
9409,ottehundrede og niogfirs; tohundrede og elleve,0
9410,firs; toogtreds,0
9411,syvhundrede og femoghalvtreds; tohundrede og toogtreds,0
9412,ethundrede og seksoghalvfems; firehundrede og tolv,1
9413,sekshundrede og treds; trehundrede og toogtreds,0
9414,sekshundrede og firs; trehundrede og otteoghalvfjerds,0
9415,syvhundrede og fireoghalvfems; sekshundrede og tooghalvtreds,0
9416,nihundrede og treds; femogtyve,0
9417,syvhundrede og fireogtreds; ethundrede og tredive,0
9418,sekshundrede og otteogtyve; nihundrede og otteoghalvfems,1
9419,firehundrede og seksoghalvfems; ethundrede og femogfyrre,0
9420,nihundrede og femoghalvfjerds; ottehundrede og treogfirs,0
9421,syvhundrede og halvtreds; syvhundrede og enogtreds,1
9422,firehundrede og fem; trehundrede og fireogtredive,0
9423,syvhundrede og femogtredive; syvhundrede og treoghalvfems,1
9424,ethundrede og enoghalvfjerds; tohundrede og niogtyve,1
9425,ethundrede og syvogtyve; nihundrede og enoghalvtreds,1
9426,firehundrede og syvoghalvfems; syvhundrede og elleve,1
9427,femhundrede og femogfirs; syvhundrede og seksogtyve,1
9428,ethundrede og seksten; femogfyrre,0
9429,trehundrede og tooghalvtreds; nihundrede og seksogfirs,1
9430,ethundrede og femogfirs; otteogtyve,0
9431,nihundrede og toogtredive; ethundrede og enogfyrre,0
9432,tohundrede og femogfirs; sekshundrede og syvogfyrre,1
9433,tohundrede og nioghalvtreds; sekshundrede og niogtyve,1
