,nums,labels
0,百六十九; 四百五十九,1
3241,九百九十九; 五百九十,0
3242,二百三十五; 三十二,0
3243,百五十; 三百八十八,1
3244,六百五十三; 五百七十四,0
3245,百六十七; 六百二十一,1
3246,九十四; 五百七十六,1
3247,二百九十六; 七百六十九,1
3248,九百八十四; 七百六十三,0
3249,五百九十; 五百八十四,0
3250,七百七十; 九百六,1
3251,七百四十; 百九十九,0
3252,六十一; 五百三十二,1
3253,八百三十五; 五百二十三,0
3254,三十九; 百九十八,1
3255,六百二十一; 四百二十,0
3256,四百十一; 四百四十四,1
3257,九百十九; 九百九十二,1
3258,百四十四; 七百四十九,1
3259,七百五十九; 四百六十二,0
3260,五百二十九; 七百九十,1
3261,六百八十五; 六百三十四,0
3262,八百九十三; 四十七,0
3263,九百九十九; 七百二十二,0
3264,四百七十三; 三百五十一,0
3265,八十六; 八百三十九,1
3266,四百五十二; 二百六十二,0
3267,九百九十; 九百七十七,0
3268,九百八十四; 二百八十,0
3269,二十五; 百四十七,1
3270,五百四十六; 百三十九,0
3271,四百二十九; 四百七,0
3272,八百十八; 二百三十五,0
3273,九十五; 四百二十一,1
3274,八百五十四; 二百六十九,0
3275,三百十九; 五百九十八,1
3276,百四; 四百六十六,1
3277,七百五十; 百三十八,0
3278,七十一; 九百四十七,1
3279,百十一; 九百二十一,1
3280,六百六十; 八百七十四,1
3281,七百四十三; 八百五十九,1
3282,二百八十四; 七十九,0
3283,八百十; 七百七十七,0
3284,二; 七百五十六,1
3285,八百五十一; 七百八十一,0
3286,二百五十五; 百四十三,0
3287,四百五十八; 七百五十九,1
3288,三百八十九; 三百十一,0
3289,八百二; 三百九十,0
3290,九百五十九; 五百二十四,0
3291,二百三; 百五十八,0
3292,六百十四; 百六十六,0
3293,七百十五; 六百三十五,0
3294,三百三十九; 八百三十,1
3295,七百六十三; 二百九十三,0
3296,三百四十六; 五百一,1
3297,四百四十四; 四百二十五,0
3298,三百六十七; 五百八十二,1
3299,五百八十; 七百十八,1
3300,二百八十四; 四百七十一,1
3301,二百六十七; 二百八十二,1
3302,四百三十一; 五百四十八,1
3303,五百八十八; 二百二十五,0
3304,六百三十五; 二百三十五,0
3305,五百八十八; 十一,0
3306,六百七十九; 三十一,0
3307,百十六; 百二十六,1
3308,七百八; 二百,0
3309,六百四十五; 二百五十三,0
3310,八百二十四; 四百四十五,0
3311,五百五十三; 四百三,0
3312,四百九十五; 五百九十四,1
3313,六百九; 五百六十一,0
3314,六百六; 八十二,0
3315,八十三; 九百六十二,1
3316,三百二十七; 三百三十二,1
3317,十六; 八百九十八,1
3318,百四十七; 八百五十二,1
3319,百二十六; 四百五十八,1
3320,七百六十七; 八百八十五,1
3321,四百八十三; 六十,0
3322,二百七十; 四百二十四,1
3323,百五十二; 二百七十八,1
3324,九百六十八; 六百三十,0
3325,五百五十三; 九百五十九,1
3326,二百五十六; 六百十九,1
3327,六百五十; 五百九十七,0
3328,三百六十五; 九百七十八,1
3329,二百四十二; 八十四,0
3330,百三十八; 二百三十七,1
3331,九百十四; 四百七十七,0
3332,九百二; 八百六十,0
3333,七百七十九; 八百六十五,1
3334,七百五十七; 二百五十四,0
3335,六百六十; 六百三十五,0
3336,五百四十七; 五百三,0
3337,八百七十九; 九百十五,1
3338,五百二十九; 七十八,0
3339,二百七十; 七百三十八,1
3340,三百九十三; 三百九十七,1
3341,五十一; 七百三十三,1
3342,八十八; 七百九十三,1
3343,七百二十一; 七百八十八,1
3344,八百六十一; 八十六,0
3345,三百五十四; 三百六十一,1
3346,十九; 二百四十一,1
3347,三百九十二; 四十七,0
3348,百八十五; 四百二十四,1
3349,四百七十四; 二百三十二,0
3350,三十六; 八百六十二,1
3351,二百十七; 百八,0
3352,六百三十二; 二百四十四,0
3353,三百三十四; 百四十一,0
3354,三百八十三; 八百十六,1
3355,九百六十; 五百五十八,0
3356,八百八十三; 七百三十八,0
3357,七百三十五; 七百五十四,1
3358,六百六十六; 五百五十八,0
3359,六百四十二; 三百九十,0
3360,九百五十二; 九百八十九,1
3361,五百十二; 二百九十三,0
3362,六百八十七; 百六十六,0
3363,四百二十四; 四百九,0
3364,九百五十九; 六百四十七,0
3365,百七十六; 十一,0
3366,百六; 五百二十二,1
3367,三百六十七; 九百三十三,1
3368,二百八十七; 六百二十四,1
3369,三百六十九; 百八十一,0
3370,八百十三; 三十六,0
3371,五百四十; 百九十七,0
3372,二十六; 五百五十八,1
3373,百三十二; 五百七十二,1
3374,五百六十六; 九百八十三,1
3375,六百十五; 五百三十九,0
3376,二百二十二; 九百六十,1
3377,三百五十四; 四百九十三,1
3378,七百六十八; 七百十七,0
3379,六百四十六; 八百七十一,1
3380,九百三十四; 七百三十四,0
3381,三百五十六; 六十七,0
3382,九百二十三; 五百八十六,0
3383,二百九十一; 五百三十三,1
3384,八百七十一; 四百,0
3385,七百五十六; 二百十八,0
3386,五百七十一; 九十七,0
3387,八百七十六; 二百五十七,0
3388,百二十二; 百八十二,1
3389,四百五十九; 七百十九,1
3390,八百二十五; 九百四十六,1
3391,三百九十八; 七百五十三,1
3392,二百五十八; 七百九十二,1
3393,二百九十六; 三百六,1
3394,二百五十一; 五百四,1
3395,百四; 七百四十三,1
3396,四十五; 八百三十一,1
3397,七百八十四; 三百四十,0
3398,三百五十二; 五十六,0
3399,八百五十六; 九百四十七,1
3400,七百九十三; 三百八十,0
3401,八百八十八; 九百三十八,1
3402,九百九十六; 四百八十四,0
3403,五百九十七; 四百二,0
3404,七百十六; 二百三十,0
3405,七百二十七; 三百八十七,0
3406,二百九十四; 九百六,1
3407,六百七十三; 百六十七,0
3408,六百三十八; 二百九十九,0
3409,九百三十五; 五百十一,0
3410,七百十五; 八百六十八,1
3411,八百二十四; 二百六十一,0
3412,三百七十四; 二百七十四,0
3413,九百七十五; 五百三十六,0
3414,三百五十三; 八百三十五,1
3415,四十二; 四百六十八,1
3416,七百十七; 九百七十五,1
3417,三百七十四; 七百十三,1
3418,九百六十一; 五百五十七,0
3419,四百四十六; 九十九,0
3420,七百八十三; 百五十,0
3421,二百四十八; 七百十三,1
3422,百三; 四百六十三,1
3423,四百六十三; 六百九十一,1
3424,百三十一; 六百二十一,1
3425,八百三十一; 六百八十九,0
3426,六百八十六; 三百一,0
3427,五十八; 七百四十四,1
3428,八百五十七; 七百五,0
3429,五百六十八; 七百九十一,1
3430,百六十七; 百八十二,1
3431,六百四; 五十一,0
3432,六百八十; 七百四十六,1
3433,六百八十; 六百六十七,0
3434,九百二十七; 六百六十一,0
3435,九百十七; 二百七十一,0
3436,八百三十四; 九百四十三,1
3437,五百十八; 二百三十,0
3438,五百三十三; 四百五十二,0
3439,六百八十三; 七百六十二,1
3440,七十; 二百五十六,1
3441,百七十三; 三百七十七,1
3442,八十七; 二百八十九,1
3443,九百四十八; 四百九十四,0
3444,二百七十; 七百四十七,1
3445,二百四十九; 八百八十九,1
3446,五十三; 六百七十二,1
3447,三十三; 四百六十八,1
3448,四百三十三; 七十一,0
3449,九百二十三; 九百九十六,1
3450,三百二; 八百十四,1
3451,三百八十四; 七百七十四,1
3452,百五十; 七百六,1
3453,三百九; 二百五十二,0
3454,五百七十九; 六百六十五,1
3455,八百十五; 六百四十九,0
3456,百八十六; 五百九十三,1
3457,九百六十; 九百四,0
3458,六百八十一; 百七十三,0
3459,六百五十七; 四百四,0
3460,二十九; 五百七十三,1
3461,四百八十; 四百四十八,0
3462,六百四十一; 八百五十九,1
3463,三百三十; 六百三十六,1
3464,四十六; 六,0
3465,八百四; 二百二十,0
3466,四百四十二; 五百八十六,1
3467,二百九十二; 六百九十七,1
3468,二百七; 九百四十八,1
3469,八百二十二; 百五十,0
3470,七百八十四; 七百三十六,0
3471,九百七十六; 百三十六,0
3472,四百二十五; 七百五十三,1
3473,五百五十九; 七百六十,1
3474,八百八十二; 九百四十九,1
3475,四百四十一; 五百五十五,1
3476,三百九十五; 六百八十,1
3477,九百三十七; 五百五十四,0
3478,百十四; 八百七十四,1
3479,百五; 三百九十二,1
3480,七百二十四; 九百七十三,1
3481,六百五十五; 八百二十五,1
3482,三百四十七; 九百八十七,1
3483,六百二; 三百七十七,0
3484,六百八十八; 九百十四,1
3485,三百五十; 三百九十五,1
3486,百九十一; 五百八十一,1
3487,七百五十六; 三百四十五,0
3488,三百一; 四百十九,1
3489,九百五十九; 四百二十五,0
3490,三百四; 百二十七,0
3491,四百三十八; 八百八十八,1
3492,七百三十一; 八百五十,1
3493,百四十七; 八百三十六,1
3494,七百七十三; 七百二十五,0
3495,三百九十六; 六百九十七,1
3496,四十七; 二百七十一,1
3497,二百八十三; 九百六十八,1
3498,六百五十三; 七百四十一,1
3499,七百三十三; 三百一,0
3500,六百二十四; 七百六十三,1
3501,八百六十四; 七百六十八,0
3502,八百六十八; 三百五十八,0
3503,三百七十三; 百三十二,0
3504,六百二十八; 五百九十五,0
3505,百九十二; 百七十五,0
3506,四百六十二; 九百七十二,1
3507,七百七十三; 百二十二,0
3508,七百九十五; 九百七十二,1
3509,百八十三; 二百二十八,1
3510,八百八十七; 八百一,0
3511,百八十; 七百十七,1
3512,九百九; 七百六,0
3513,五百七十七; 四百十四,0
3514,五百八十二; 九百六,1
3515,九十七; 八百九十八,1
3516,三百六十六; 七百六十六,1
3517,八百九十三; 七百三十八,0
3518,四十六; 三百七十五,1
3519,五百九十六; 九百六,1
3520,七百二; 七十,0
3521,九百六十二; 二十一,0
3522,六百九十四; 二百三,0
3523,六百六十一; 百七十三,0
3524,八百五十一; 百六十七,0
3525,七百六; 三百七十三,0
3526,五十二; 五十一,0
3527,三百八十三; 六百四十二,1
3528,八百六十七; 四百六十,0
3529,七; 八百一,1
3530,四百四十三; 七百三十四,1
3531,三百八十; 百八十六,0
3532,二百四十六; 六百四十二,1
3533,二百八十九; 三百十二,1
3534,三百七十六; 五十四,0
3535,百五十五; 七百五十六,1
3536,四百; 二百七十一,0
3537,九百八十五; 二百三十九,0
3538,十一; 百二十,1
3539,七百八十二; 二百三十九,0
3540,四百六十五; 九百二十五,1
3541,八百三十九; 百七十六,0
3542,七百二; 二百二十一,0
3543,百七十八; 三百十二,1
3544,百八十八; 四百七十五,1
3545,二百五十; 四百八十五,1
3546,六百四十; 九百二十五,1
3547,四百七十八; 三百四十六,0
3548,七百四十五; 五百十二,0
3549,八百九十八; 九百三十二,1
3550,十五; 三十一,1
3551,百六; 三百十五,1
3552,二百六十二; 六百八十二,1
3553,八百一; 四,0
3554,百九十; 二百七十四,1
3555,六十六; 九百六十七,1
3556,八百五十六; 七百五十,0
3557,六百二十六; 五百十,0
3558,三十七; 二百九十五,1
3559,六百四十二; 七百八十二,1
3560,六百七十八; 六百十一,0
3561,八百四十一; 二百七十七,0
3562,三百三十八; 七百四,1
3563,六十七; 三百九十六,1
3564,五百十九; 四百二十一,0
3565,六百七十八; 七百五十一,1
3566,四百九十八; 三,0
3567,七百五十; 三百十六,0
3568,百三; 八十二,0
3569,六百九十六; 九百七十四,1
3570,六百八十; 九百八十一,1
3571,九百九; 二百九十六,0
3572,七百六十八; 九百二十七,1
3573,七百三十七; 九百二十九,1
3574,七百三十一; 四百四,0
3575,九百二十二; 二百十三,0
3576,十三; 七十五,1
3577,三百八十七; 二百十七,0
3578,百八; 三百五十三,1
3579,三百五十七; 九百三十六,1
3580,七百; 五百七十七,0
3581,九百七十五; 二百八十二,0
3582,八百十五; 九百二十五,1
3583,七十六; 二百五十二,1
3584,百九十四; 四百四十二,1
3585,四百十八; 十,0
3586,六百三十五; 百四十八,0
3587,百五十六; 九百六十六,1
3588,五百十八; 四百,0
3589,七百九十七; 四百八十三,0
3590,三百三十; 四百十四,1
3591,九百一; 三百六十一,0
3592,五百九十一; 七百九十,1
3593,九十二; 三十,0
3594,四百八; 五百五十三,1
3595,四百五十五; 八百五十七,1
3596,七百七十一; 七十七,0
3597,九百九; 六百十八,0
3598,百十七; 九百二十二,1
3599,六百四; 八百三十七,1
3600,四百九十三; 二十,0
3601,五百四十九; 二百八十四,0
3602,四百六十七; 六十四,0
3603,四百八十; 六百十三,1
3604,二百八十三; 三百六,1
3605,六百八十; 八百八十一,1
3606,三百九; 七百四十六,1
3607,四百六十; 百四十八,0
3608,二百二十六; 四百九十五,1
3609,四百四十九; 五百二十二,1
3610,二百二十九; 九百五,1
3611,百六十九; 十一,0
3612,七百五十二; 九百九十四,1
3613,六十六; 四百三十七,1
3614,五百六十一; 二百八十六,0
3615,四百六十二; 百六十九,0
3616,七百十一; 三百五十一,0
3617,三百八十六; 七百九十二,1
3618,三十六; 五百二十三,1
3619,九百四十三; 八百八十二,0
3620,三百七十; 三百四,0
3621,三百四十五; 三百二十五,0
3622,九百十六; 四百七十九,0
3623,三百三十五; 七百四十二,1
3624,百九; 五百六十七,1
3625,五百十八; 五百九十九,1
3626,五百五十五; 二百八十四,0
3627,四百三十七; 二百十八,0
3628,百四十一; 九百三十一,1
3629,六十九; 九百七十,1
3630,九百九; 二百十九,0
3631,九百二十; 五百九十,0
3632,六百八十八; 三百三十六,0
3633,四百八十七; 四百四十七,0
3634,千; 二百三十七,0
3635,二百二十九; 六百七十五,1
3636,百七十六; 五百二十,1
3637,九百四十一; 五百四十一,0
3638,二百四十四; 五百七十一,1
3639,三百二十八; 五百六十八,1
3640,二百九; 六百三,1
3641,三百二十三; 七百十一,1
3642,百五十九; 三百六十四,1
3643,六百二十九; 百八十,0
3644,九百二十六; 五百九十四,0
3645,六百四; 百七十六,0
3646,二百四十七; 八百七,1
3647,三百十四; 八百六十六,1
3648,八十五; 六百十一,1
3649,九百六十; 八百十六,0
3650,九百三十四; 九百八十八,1
3651,二百七十四; 九百五,1
3652,百八十九; 九百六十五,1
3653,七百一; 三百四十一,0
