,sents,labels
0,syvhundrede og fire; trehundrede og fem,0
7154,sekshundrede og enoghalvfems; syvhundrede og fireoghalvfems,1
7155,sekshundrede og syvogfirs; nihundrede og fire,1
7156,sekshundrede og nioghalvfjerds; femhundrede og syvoghalvtreds,0
7157,ethundrede og syvogtreds; trehundrede og toogfyrre,1
7158,trehundrede og fjorten; tohundrede og femogfirs,0
7159,firehundrede og treogtyve; firehundrede og ti,0
7160,tohundrede og seksogfirs; ottehundrede og tooghalvfems,1
7161,sekshundrede og otteogtreds; syvhundrede og seksogtyve,1
7162,femhundrede og enoghalvtreds; tohundrede og enogtredive,0
7163,ettusind; femhundrede og halvfjerds,0
7164,syvhundrede og treds; otteogfyrre,0
7165,ethundrede og seks; sekshundrede og fireoghalvfems,1
7166,seksogtyve; sekshundrede og treogtyve,1
7167,firehundrede og femogtredive; sekshundrede og to,1
7168,ethundrede og treogfyrre; ethundrede og seksoghalvfjerds,1
7169,otteoghalvfems; ottehundrede og otteoghalvfjerds,1
7170,sekshundrede og treogtreds; syvhundrede og niogtyve,1
7171,syvhundrede og otteogfirs; trehundrede og femogfyrre,0
7172,sekshundrede og tredive; trehundrede og syv,0
7173,trehundrede og otteoghalvtreds; trehundrede og niogtyve,0
7174,sekshundrede og seksten; ottehundrede og femoghalvfems,1
7175,nihundrede og syvoghalvfjerds; nihundrede og syvogtyve,0
7176,syvhundrede og toogfyrre; firehundrede og nioghalvfems,0
7177,tohundrede og seksogfyrre; firehundrede og enogtreds,1
7178,syvhundrede og halvtreds; ethundrede og syvoghalvfjerds,0
7179,nihundrede og femten; ottehundrede og enogfyrre,0
7180,syvhundrede og tooghalvfems; tohundrede og treoghalvfjerds,0
7181,femhundrede og treogfyrre; trehundrede og fireoghalvfems,0
7182,femhundrede og otte; nihundrede og treoghalvfjerds,1
7183,ethundrede og treoghalvtreds; syvhundrede og firs,1
7184,syvogfirs; ottehundrede og nitten,1
7185,ethundrede og toogfyrre; syvhundrede og treogtyve,1
7186,trehundrede og to; syvhundrede og femogfirs,1
7187,ottehundrede og syvogtyve; ethundrede og ni,0
7188,femhundrede og seksoghalvtreds; firehundrede og tooghalvfems,0
7189,nihundrede og seksten; nihundrede og fireogfirs,1
7190,nihundrede og tolv; syvhundrede og fyrre,0
7191,syvhundrede og tre; firehundrede og halvtreds,0
7192,firehundrede og fireogfirs; nihundrede og fireogtredive,1
7193,ottehundrede og niogtyve; tohundrede og syvogtredive,0
7194,syvhundrede og enogfirs; femhundrede og enoghalvfems,0
7195,nihundrede og syvogtyve; firehundrede og fireogtredive,0
7196,ethundrede og seksten; ottehundrede og treoghalvtreds,1
7197,firs; femhundrede og treogfirs,1
7198,tohundrede og enogtredive; ottehundrede og syvogfirs,1
7199,ottehundrede og treogfyrre; ottehundrede og enoghalvtreds,1
7200,fireogtredive; firehundrede og tooghalvtreds,1
7201,ottehundrede og tre; trehundrede og otteogtreds,0
7202,syvhundrede og halvfems; tohundrede og fireogtyve,0
7203,fireogtredive; ottehundrede og seks,1
7204,tohundrede og otteogtredive; nihundrede og seksogtyve,1
7205,nihundrede og femogtredive; firehundrede og syvoghalvtreds,0
7206,ottehundrede og nioghalvfjerds; nihundrede og femogtreds,1
7207,sekshundrede og niogtreds; firehundrede og toogfirs,0
7208,tohundrede og femogtyve; sekshundrede og toogtredive,1
7209,ethundrede og tretten; ottehundrede og fjorten,1
7210,femhundrede og toogfirs; ottehundrede og syvogtredive,1
7211,firehundrede og seksogfyrre; sekshundrede og seksoghalvfems,1
7212,nihundrede og tredive; trehundrede og tolv,0
7213,otteoghalvfems; nihundrede og treogfyrre,1
7214,sekshundrede og nioghalvtreds; tohundrede og seksogtyve,0
7215,tohundrede og femogtredive; ottehundrede og seksten,1
7216,sekshundrede og seksoghalvtreds; firehundrede og niogfirs,0
7217,firehundrede og elleve; nihundrede og treoghalvtreds,1
7218,nihundrede og treogfirs; nihundrede og otteoghalvtreds,0
7219,nihundrede og seksoghalvfems; firehundrede og sytten,0
7220,trehundrede og enoghalvtreds; tohundrede og enogtreds,0
7221,femhundrede og syvoghalvtreds; femhundrede og enoghalvfems,1
7222,tohundrede og seksogfyrre; firehundrede og seksoghalvfems,1
7223,femhundrede og nioghalvtreds; femhundrede og femoghalvfems,1
7224,firehundrede og fireoghalvfems; femhundrede og femoghalvfems,1
7225,femhundrede og treds; syvhundrede og nitten,1
7226,syvhundrede og otteogfyrre; trehundrede og otteoghalvfems,0
7227,ethundrede og femogfirs; ethundrede og otteogfyrre,0
7228,syvhundrede og femoghalvfems; firehundrede og otteoghalvtreds,0
7229,sekshundrede og otteoghalvfems; enogfyrre,0
7230,ethundrede og nitten; sekshundrede og fyrre,1
7231,sekshundrede og halvfems; ottehundrede og toogtredive,1
7232,nihundrede og syvoghalvtreds; syvhundrede og seksten,0
7233,trehundrede og treogfirs; sekshundrede og fireogtreds,1
7234,tohundrede og syvogtyve; tohundrede og to,0
7235,ethundrede og seksogtreds; femhundrede og elleve,1
7236,trehundrede og syv; femhundrede og femten,1
7237,firehundrede og tredive; sekshundrede og enogfyrre,1
7238,ottehundrede og femoghalvtreds; femhundrede og toogfirs,0
7239,firehundrede og femogfyrre; syvhundrede og tooghalvfems,1
7240,syvhundrede og halvtreds; ottehundrede og treogtredive,1
7241,ottehundrede og treogtyve; ethundrede og atten,0
7242,ottehundrede og treoghalvfems; nihundrede og seksogtredive,1
7243,trehundrede og fireogtyve; ethundrede og fyrre,0
7244,nihundrede og halvtreds; ethundrede og toogtredive,0
7245,ottehundrede og fireoghalvfjerds; sekshundrede og niogfyrre,0
7246,sekshundrede og enogtyve; nihundrede og femogtyve,1
7247,firehundrede og tretten; ethundrede og seksoghalvfjerds,0
7248,nihundrede og enoghalvtreds; ethundrede og fjorten,0
7249,syvhundrede og syvogtreds; trehundrede og halvfjerds,0
7250,nihundrede og fireogfirs; femhundrede og otte,0
7251,trehundrede og treds; firehundrede og fireoghalvtreds,1
7252,sekshundrede og treogfyrre; nihundrede og femoghalvfjerds,1
7253,sekshundrede og syvogtreds; ethundrede og enogtyve,0
7254,ottehundrede og otteogfyrre; tooghalvfems,0
7255,sekshundrede og syvogtreds; ethundrede og niogtyve,0
7256,tohundrede og tooghalvfjerds; tohundrede og femoghalvtreds,0
7257,femhundrede og seksogtyve; ottehundrede og femoghalvfjerds,1
7258,tohundrede og syvogtreds; femhundrede,1
7259,femhundrede og syvogtredive; femhundrede og otteogtreds,1
7260,firehundrede og otteoghalvtreds; tohundrede og treogfyrre,0
7261,ottehundrede og tooghalvfems; sekshundrede og enoghalvtreds,0
7262,sekshundrede og otteogfyrre; ettusind,1
7263,syv; trehundrede og treoghalvfems,1
7264,tredive; femhundrede og enogtredive,1
7265,nihundrede og syvoghalvfems; ottehundrede og tredive,0
7266,firehundrede og toogfirs; femhundrede og fireogfirs,1
7267,ottehundrede og tooghalvtreds; tohundrede og toogfyrre,0
7268,femhundrede og toogfirs; femhundrede og toogtyve,0
7269,sekshundrede og tre; femhundrede og seksoghalvfjerds,0
7270,tohundrede og femogtyve; nihundrede og syvoghalvtreds,1
7271,ottehundrede og otteogtreds; nihundrede og fireoghalvfjerds,1
7272,fireoghalvtreds; tohundrede og otteogtreds,1
7273,sekshundrede og otteogtreds; tohundrede og syvogfyrre,0
7274,nihundrede og otte; firehundrede og enogtreds,0
7275,femhundrede og toogtreds; ethundrede og enoghalvfems,0
7276,trehundrede og fireogfyrre; sekshundrede og tooghalvfjerds,1
7277,nihundrede og treoghalvfjerds; syvhundrede og enogfirs,0
7278,tohundrede og otteoghalvfems; femhundrede og nitten,1
7279,ethundrede og enogtyve; trehundrede og fireoghalvfjerds,1
7280,tohundrede og seks; nihundrede og ni,1
7281,syvhundrede og seksogtreds; trehundrede og syvoghalvtreds,0
7282,niogtredive; fem,0
7283,nihundrede og otteogtredive; sytten,0
7284,nihundrede og enogtreds; syvhundrede og femogtredive,0
7285,trehundrede og syvoghalvfjerds; tohundrede og treogfyrre,0
7286,tohundrede og enogfirs; firehundrede og otteogtyve,1
7287,femhundrede og femoghalvfems; tyve,0
7288,ottehundrede og otteogtredive; firehundrede og seksogfirs,0
7289,femhundrede og fireogtyve; fireogtyve,0
7290,ottehundrede og enogtyve; ottehundrede og treogtreds,1
7291,sekshundrede og fireogfyrre; femhundrede og treogtyve,0
7292,ethundrede og elleve; femhundrede og tooghalvfjerds,1
7293,trehundrede og femogtredive; ottehundrede og fireogtyve,1
7294,sekshundrede og niogfirs; nihundrede og elleve,1
7295,trehundrede og treogtreds; toogtredive,0
7296,ethundrede og treogfyrre; ethundrede og femogtyve,0
7297,tohundrede og seksogfyrre; femhundrede og otteoghalvfems,1
7298,ottehundrede og tre; ottehundrede og treogfirs,1
7299,ottehundrede og tre; nihundrede og otteogfyrre,1
7300,trehundrede og to; nihundrede og nioghalvtreds,1
7301,sekshundrede og treogtyve; sekshundrede og tredive,1
7302,trehundrede og syvogtyve; firehundrede og fireogtreds,1
7303,ottehundrede og halvfems; sekshundrede og tyve,0
7304,sekshundrede og syvoghalvtreds; sekshundrede og otteoghalvfems,1
7305,syvhundrede og tyve; femhundrede og tolv,0
7306,otteogfyrre; trehundrede og enogfirs,1
7307,tohundrede og toogfyrre; ottehundrede og otte,1
7308,ottehundrede og tretten; femhundrede og elleve,0
7309,ethundrede og syvoghalvfems; ethundrede og enogfyrre,0
7310,sekshundrede og enoghalvfjerds; otteoghalvtreds,0
7311,sekshundrede og otteoghalvfjerds; trehundrede og otteogtredive,0
7312,tohundrede og tredive; ethundrede og otteogtredive,0
7313,femhundrede og syvogfyrre; tohundrede og tyve,0
7314,tohundrede og toogfyrre; tohundrede og fireogtyve,0
7315,fireoghalvtreds; sekshundrede,1
7316,trehundrede og fireoghalvtreds; tohundrede og seksoghalvtreds,0
7317,ethundrede og to; ethundrede og seksogfyrre,1
7318,trehundrede og syvoghalvfjerds; ethundrede og toogtyve,0
7319,sekshundrede og syvoghalvfems; tyve,0
7320,ethundrede og toogfirs; firehundrede og otte,1
7321,trehundrede og ti; tohundrede og elleve,0
7322,fireogtredive; niogfirs,1
7323,syvhundrede og otteogtreds; ettusind,1
7324,femhundrede og otteogtredive; nihundrede og treds,1
7325,fireogtreds; seksoghalvtreds,0
7326,firehundrede og syvoghalvtreds; syvhundrede og treogtyve,1
7327,trehundrede og enoghalvfems; trehundrede og tredive,0
7328,trehundrede og treoghalvfjerds; tohundrede og tyve,0
7329,nihundrede og treoghalvtreds; sekshundrede og tyve,0
7330,syvhundrede og tooghalvfems; sekshundrede og treogtyve,0
7331,firehundrede og syvogfirs; ethundrede og atten,0
7332,ottehundrede og fireoghalvtreds; trehundrede og ni,0
7333,nihundrede og femogtredive; syvhundrede og otteoghalvfjerds,0
7334,syvhundrede og enoghalvfems; ethundrede og tooghalvfems,0
7335,sekshundrede og treogfyrre; firs,0
7336,femhundrede og fireogtyve; ethundrede og tooghalvfjerds,0
7337,tohundrede og seksoghalvfjerds; trehundrede og sytten,1
7338,nihundrede og syvogtredive; nihundrede og syv,0
7339,sekshundrede og fireogtyve; trehundrede og tooghalvfjerds,0
7340,ottehundrede og syvoghalvfjerds; ottehundrede og toogtreds,0
7341,femhundrede og et; trehundrede og tredive,0
7342,trehundrede og treoghalvtreds; nihundrede og sytten,1
7343,tohundrede og toogtredive; femoghalvtreds,0
7344,otteogtreds; trehundrede og fireogtredive,1
7345,ottehundrede og seks; sekshundrede og niogtreds,0
7346,firehundrede og fireoghalvfems; tohundrede og fireoghalvfems,0
7347,sekshundrede og tyve; sekshundrede og niogfirs,1
7348,ethundrede og treoghalvtreds; femoghalvtreds,0
7349,nihundrede og tyve; nihundrede og fireogtredive,1
7350,ethundrede og enogtredive; femhundrede og treogtreds,1
7351,femten; syvogfyrre,1
7352,firehundrede og niogtreds; sekshundrede og otteogfyrre,1
7353,ethundrede og treogfirs; tredive,0
7354,tohundrede og nitten; sekshundrede og treoghalvfjerds,1
7355,sekshundrede og niogfyrre; enoghalvfjerds,0
7356,ottehundrede og treoghalvfems; ethundrede og seksten,0
7357,tohundrede og tolv; firehundrede og treoghalvfems,1
7358,sekshundrede og tooghalvfjerds; syvhundrede og tre,1
7359,tohundrede og tooghalvfjerds; ottehundrede og femoghalvfjerds,1
7360,trehundrede og syvoghalvfems; trehundrede og toogtreds,0
7361,ethundrede og otteoghalvtreds; sekshundrede og seksogfirs,1
7362,firehundrede og syvogtyve; trehundrede og sytten,0
7363,enogtyve; firehundrede og otteogfyrre,1
7364,nihundrede og seksogtredive; sekshundrede og syvogtyve,0
7365,ethundrede og syvogtreds; firehundrede og otteogtyve,1
7366,nihundrede og toogfirs; trehundrede og treoghalvtreds,0
7367,syvhundrede og fireogtredive; ethundrede og ti,0
7368,firehundrede og et; ethundrede og seksten,0
7369,firehundrede og seksogtyve; sekshundrede og toogtredive,1
7370,tohundrede og nioghalvfems; nihundrede og seksogtredive,1
7371,nihundrede og fireogtreds; tohundrede og niogtreds,0
7372,ethundrede og otteogtreds; sekshundrede og femoghalvtreds,1
7373,trehundrede og fireoghalvtreds; ottehundrede og tooghalvfjerds,1
7374,sekshundrede og fireogtyve; ethundrede og seksoghalvfjerds,0
7375,femhundrede og niogtyve; firehundrede og et,0
7376,sekshundrede og tolv; ottehundrede og fjorten,1
7377,nihundrede og niogfyrre; sekshundrede og seksogtreds,0
7378,nihundrede og fem; nihundrede og tooghalvtreds,1
7379,sekshundrede og femogtyve; fireoghalvfjerds,0
7380,ottehundrede og syvoghalvtreds; ottehundrede og halvtreds,0
7381,ethundrede og treogfyrre; enogtyve,0
7382,syvhundrede og femten; trehundrede og enoghalvfjerds,0
7383,tohundrede og syvoghalvfjerds; ethundrede og otteoghalvtreds,0
7384,trehundrede og toogtreds; fireogfyrre,0
7385,sekshundrede og fyrre; trehundrede og otteogfyrre,0
7386,syvhundrede og enogfyrre; sekshundrede og treoghalvfjerds,0
7387,femhundrede og femogfyrre; femhundrede og otteoghalvfems,1
7388,syvhundrede og femogfyrre; ottehundrede og femogfyrre,1
7389,sekshundrede og tooghalvtreds; sekshundrede og fireoghalvfems,1
7390,sekshundrede og nioghalvtreds; ottehundrede og otteogfirs,1
7391,trehundrede og fireogtyve; nihundrede og tooghalvtreds,1
7392,trehundrede og syvoghalvfjerds; tohundrede og otteogfirs,0
7393,syvhundrede og fire; sekshundrede og tretten,0
7394,sekshundrede og fjorten; ottehundrede og otteogfirs,1
7395,tooghalvtreds; seksogfirs,1
7396,sekshundrede og toogfyrre; ottehundrede og otteoghalvfjerds,1
7397,ethundrede og enogtredive; tohundrede og niogfyrre,1
7398,firehundrede og niogtreds; syvoghalvfjerds,0
7399,tohundrede og toogfyrre; sekshundrede og otteogtredive,1
7400,ethundrede og ni; sekshundrede og seksoghalvtreds,1
7401,syvhundrede og niogtyve; sekshundrede og syvogtredive,0
7402,femhundrede og enogtredive; femhundrede og otteogfyrre,1
7403,firehundrede og toogtreds; syvhundrede og fire,1
7404,syvhundrede og fem; femhundrede og seksoghalvfjerds,0
7405,sekshundrede og elleve; femhundrede og otteogfirs,0
7406,ethundrede og tooghalvtreds; syvhundrede og tre,1
7407,trehundrede og enogtreds; trehundrede og niogfirs,1
7408,tohundrede og to; ethundrede og tooghalvtreds,0
7409,sekshundrede og enogtreds; tohundrede og toogfyrre,0
7410,otteogtreds; sekshundrede og otteoghalvfjerds,1
7411,femhundrede og tooghalvfjerds; tohundrede og treogtreds,0
7412,femhundrede og fireoghalvfjerds; trehundrede og to,0
7413,sekshundrede og femoghalvfjerds; trehundrede og atten,0
7414,syvogtredive; nitten,0
7415,ethundrede og otteogfyrre; tohundrede og treogtyve,1
7416,firehundrede og ti; syvhundrede og nioghalvfems,1
7417,sekshundrede og fireoghalvfems; ethundrede og enogtyve,0
7418,tohundrede og enogfirs; tohundrede og femoghalvfjerds,0
7419,femhundrede og otteoghalvfems; femhundrede og to,0
7420,tohundrede og treoghalvfems; femhundrede og otteogfirs,1
7421,sekshundrede og otteogtreds; sekshundrede og fjorten,0
7422,nihundrede og enogtreds; nihundrede og otteogtyve,0
7423,firehundrede og nioghalvfems; ethundrede og syvogtredive,0
7424,firehundrede og syvoghalvfems; syvhundrede og treogtyve,1
7425,syvhundrede og enogtredive; firehundrede og treds,0
7426,sekshundrede og sytten; sekshundrede og tre,0
7427,sekshundrede og syvogtredive; nihundrede og halvfems,1
7428,firehundrede og femoghalvtreds; tooghalvfems,0
7429,trehundrede og enogtredive; nihundrede og tolv,1
7430,syvhundrede og femoghalvtreds; sekshundrede og treogtredive,0
7431,nihundrede og atten; ottehundrede og niogtreds,0
7432,tohundrede og seksogtyve; sekshundrede og fireogfyrre,1
7433,nihundrede og otteoghalvfems; sekshundrede og seksogtreds,0
7434,tohundrede og tretten; tohundrede og fireoghalvfjerds,1
7435,ottehundrede og fireogtreds; tohundrede og tooghalvfems,0
7436,trehundrede og fireogtredive; treogfirs,0
7437,syvhundrede og seksoghalvfjerds; ethundrede og fireogtreds,0
7438,femhundrede og enogtredive; trehundrede og femogtyve,0
7439,ethundrede og otteogfyrre; syvhundrede og otteoghalvfjerds,1
7440,trehundrede og syv; ethundrede og enogfirs,0
7441,firehundrede og treoghalvfems; sekshundrede og fireoghalvtreds,1
7442,nihundrede og seksoghalvfems; sekshundrede og enogtyve,0
7443,femhundrede og halvtreds; femhundrede og toogtyve,0
7444,ottehundrede og syvogfyrre; nihundrede og femogfyrre,1
7445,sekshundrede og femten; tohundrede og seksten,0
7446,ottehundrede og nioghalvtreds; tohundrede og treogtreds,0
7447,firehundrede og toogtyve; tohundrede og tooghalvfjerds,0
7448,ottehundrede og firs; enogfirs,0
7449,sekshundrede og syv; femhundrede og niogtredive,0
7450,ethundrede og toogfyrre; ottehundrede og syvoghalvtreds,1
7451,trehundrede og niogfyrre; nihundrede og otteogtredive,1
7452,sekshundrede og seksogfirs; nihundrede og sytten,1
7453,sekshundrede og femten; otteogfyrre,0
7454,ottehundrede og ti; syvhundrede og tolv,0
7455,firehundrede og femogtreds; ethundrede og niogtreds,0
7456,syvhundrede og otteoghalvfems; firehundrede og firs,0
7457,tohundrede og syvogfirs; trehundrede og femogtyve,1
7458,ottehundrede og seksogtyve; tohundrede og syvogtyve,0
7459,femhundrede og otteogfirs; ethundrede og treoghalvfjerds,0
7460,femhundrede og syvogfirs; nihundrede og toogfyrre,1
7461,seksoghalvfems; nihundrede og tre,1
7462,femhundrede og femoghalvfjerds; tohundrede og halvtreds,0
7463,sekshundrede og ni; syvhundrede og otteoghalvtreds,1
7464,ethundrede og otteogtreds; femhundrede og fyrre,1
7465,ottehundrede og nioghalvtreds; ottehundrede og treogtyve,0
7466,tohundrede og treogtredive; nihundrede og fireogfyrre,1
7467,syvhundrede og otteogtredive; femhundrede og tredive,0
7468,ethundrede og niogtreds; nihundrede og treogfirs,1
7469,ottehundrede og syv; ottehundrede og femogtredive,1
7470,fireogfirs; syvogtyve,0
7471,firehundrede og enogfyrre; nihundrede og nioghalvfems,1
7472,ottehundrede og fyrre; tohundrede og seksten,0
7473,sekshundrede og syvogtredive; ethundrede og enogtyve,0
